district,wholename,namefirst,namelast,party,votes1st,incumb,incumby,wonseat,m,electorate,senator,councillor,incministerstate,incminister,votes1997,valid1997,ptyvote1997,candptytotvote1997,voteshare1997,redistricted,gender,bday,count2,count3,count4,count5,count6,count7,count8,count9,count10,count11,count12,count13,count14,count15,count16,constituency,spend_party,spend_total,spend_public,spend_minor,assigned,spendlimit,assignedpct,minister,cexplimit,advert,publicity,election,otherexp,officestat,transport,market,campaign,totalexp,spend_cand,cexpincurred,marginalcand,ffbounce_ff,ffbounce_pd,ffbounce_lb,ffbounce_green,ffbounce_sf,ffbounce_oth,fgb_ff,fgb_pd,fgb_lb,fgb_green,fgb_sf,fgb_oth,labb_pd,labb_green,labb_lab,labb_sf,labb_oth,othrb_ff,othb_pd,othb_lab,othb_sf,othb_oth,ffbounce_fg,fgb_fg,labb_ff,labb_fg,othb_fg,othb_green,_merge,ffm,fgm,labm,othm,greenm,sfm,marginal
Wexford,Liam Twomey,Liam,Twomey,ind,5815,No,0,1,5,94969,0,0,0,0,NA,NA,NA,NA,NA,no,m,4/1/67,6010,6213,6574,8062,8740,10082,10082,0,0,0,0,0,0,0,0,Wexford,0,5271.399902,NA,NA,NA,38092.14063,NA,0,38092.14063,4329.47998,0,186.7799988,695.1400146,60,0,0,0,5271.399902,5271.399902,5271.399902,3,3,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,1,2,2,2,2,0,3,1,1,0,0,0,0,0
Dublin South Central,Linda Kavanagh,Linda,Kavanagh,wp,553,No,0,0,5,85326,0,0,0,0,509,35741,0.014241347,509,0.014241347,major,f,NA,692,782,0,0,0,0,0,0,0,0,0,0,0,0,0,DublinSC,0,4762.5,NA,NA,NA,38092.14063,NA,0,38092.14063,181.5,0,2192.399902,2038.599976,0,350,0,0,4762.5,4762.5,4762.5,3,2,0,2,0,0,0,2,0,1,0,0,0,0,0,2,0,0,2,0,1,1,0,1,2,2,1,1,0,3,0,1,1,0,0,1,0
Dublin South,Lisa Maher,Lisa,Maher,sp,1063,No,0,0,5,91666,0,0,0,0,624,57986,0.010761218,624,0.010761218,minor,f,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DublinS,36.65999985,3542.350098,NA,NA,NA,38092.14063,NA,0,37092.14063,0,0,1490,1815.689941,145,55,0,0,3505.689941,3505.689941,3505.689941,3,2,1,0,1,0,0,2,1,0,0,0,0,1,0,1,0,0,2,1,0,0,0,1,2,2,1,1,1,3,0,1,1,0,1,0,0
Wicklow,Liz McManus,Liz,McManus,lab,7595,Yes,0,1,5,87909,0,0,0,0,5226,52296,0.099931158,5226,0.099931158,no,f,3/1/47,7611,7635,7693,7903,8123,8313,10527,9105,0,0,0,0,0,0,0,Wicklow,5469.169922,27158.51953,3962.969971,NA,NA,38092.14063,NA,0,22855.2793,7236.359863,0,4028.02002,5356.100098,5068.870117,0,0,0,21689.34961,21689.34961,21689.34961,1,2,0,1,0,0,1,2,0,1,0,0,1,0,0,2,0,1,2,0,1,0,1,1,1,1,1,1,0,3,1,0,1,0,0,0,1
Dublin South,Liz O'Donnell,Liz,O'Donnell,pd,8288,Yes,0,1,5,91666,0,0,1,0,5444,57986,0.093884729,5444,0.093884729,minor,f,7/1/56,8344,8356,8647,8816,9315,9315,9315,9315,0,0,0,0,0,0,0,DublinS,2206,37173.89844,4683.620117,NA,NA,38092.14063,NA,1,35392.14063,840.710022,0,12762.13965,15093.91016,4491.919922,0,0,1779.219971,34967.89844,34967.89844,34967.89844,1,2,1,0,1,0,0,2,1,0,0,0,0,1,0,1,0,0,2,1,0,0,0,1,2,2,1,1,1,3,0,1,1,0,1,0,0
Longford Roscommon,Louis Belton,Louis,Belton,fg,4762,Yes,0,0,4,69172,0,0,0,0,5696,47280,0.369120121,17452,0.120473772,no,m,NA,4767,4788,4921,5037,5193,5705,5832,6215,0,0,0,0,0,0,0,LongfordR,0,10477.69043,2406.399902,NA,NA,31743.44922,NA,0,12448.4502,2547.850098,354.6700134,3571.139893,1597.630005,846.4000244,0,0,1560,10477.69043,10477.69043,10477.69043,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,2,2,2,1,0,3,0,1,0,0,0,0,1
Longford Roscommon,Luke Ming Flanagan,Luke,Flanagan,ind,779,No,0,0,4,69172,0,0,0,0,NA,NA,NA,NA,NA,no,m,NA,790,840,0,0,0,0,0,0,0,0,0,0,0,0,0,LongfordR,0,847,NA,NA,NA,31743.44922,NA,0,31743.44922,0,0,847,0,0,0,0,0,847,847,847,3,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,2,2,2,1,0,3,0,1,0,0,0,0,0
Carlow Kilkenny,M J Nolan,M,Nolan,ff,8711,No,0,1,5,95060,0,0,0,0,5975,56449,0.42186752,23814,0.105847754,no,m,1/1/51,8772,8887,9140,9204,9832,9895,11009,0,0,0,0,0,0,0,0,CarlowK,8049.069824,24100.26953,1316.76001,NA,19046,38092.14063,49.99981689,0,19046.14063,8609.299805,0,4963.200195,326.7000122,1200,300,0,652,16051.2002,16051.2002,16051.2002,2,3,0,1,0,0,0,2,0,1,0,0,0,0,0,2,0,0,2,0,1,0,0,1,2,2,1,1,1,3,1,1,1,0,1,0,1
Clare,Madeleine Taylor Quinn,Madeleine,Taylor-Quinn,fg,4124,No,0,0,4,78643,0,0,0,0,6325,46889,0.300838143,14106,0.134893045,no,f,NA,4349,5034,6726,0,0,0,0,0,0,0,0,0,0,0,0,Clare,1849.5,12987.5,1464,NA,NA,31743.44922,NA,0,12448.4502,1499,0,4203,2711,1489,0,0,1236,11138,11138,11138,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,3,1,2,0,3,1,1,0,0,0,0,1
Longford Roscommon,Mae Sexton,Mae,Sexton,pd,4679,No,0,1,4,69172,0,0,0,0,2289,47280,0.048413705,2289,0.048413705,no,f,4/1/55,4699,4751,4905,5198,5497,5558,6071,6301,8917,0,0,0,0,0,0,LongfordR,2975,28086,NA,NA,NA,31743.44922,NA,0,28743.44922,10799,6000,6654,85,1273,300,0,0,25111,25111,25111,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,2,2,2,1,0,3,0,1,0,0,0,0,1
Tipperary North,Maire Hoctor,Maire,Hoctor,ff,8949,No,0,1,3,57568,0,0,0,0,NA,NA,NA,NA,NA,no,f,1/1/62,9320,11040,10242,0,0,0,0,0,0,0,0,0,0,0,0,TippN,10845.44043,22260.25,NA,559.7999878,12697,25394.75977,49.99850464,0,12697.75977,2652.860107,541.5,2357.399902,3182.879883,1230.670044,336.5,0,1113,11414.80957,11414.80957,11414.80957,2,2,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,3,1,1,1,0,0,0,1
Wicklow,Mairead Keane,Mairead,Keane,sf,1527,No,0,0,5,87909,0,0,0,0,NA,NA,NA,NA,NA,no,f,NA,1532,1538,1548,1651,1661,0,0,0,0,0,0,0,0,0,0,Wicklow,0,5956.370117,NA,43.63000107,NA,38092.14063,NA,0,32092.14063,1609.599976,129,977.7700195,3240,0,0,0,0,5956.370117,5956.370117,5956.370117,3,2,0,1,0,0,1,2,0,1,0,0,1,0,0,2,0,1,2,0,1,0,1,1,1,1,1,1,0,3,1,0,1,0,0,0,0
Galway East,Manus Mac Meanmain,Manus,Mac Meanmain,csp,93,No,0,0,4,72639,0,0,0,0,NA,NA,NA,NA,NA,minor,m,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GalwayE,0,40,NA,NA,NA,31743.44922,NA,0,26743.44922,0,0,0,15,0,25,0,0,40,40,40,3,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,2,2,2,0,3,1,1,0,0,0,0,0
Limerick West,Marcus Briody,Marcus,Briody,gp,948,No,0,0,3,52903,0,0,0,0,NA,NA,NA,NA,NA,minor,m,NA,1002,1138,0,0,0,0,0,0,0,0,0,0,0,0,0,LimerickW,0,495.1600037,NA,NA,NA,25394.75977,NA,0,25394.75977,483.3399963,0,6.599999905,0,0,0,0,5.21999979,495.1600037,495.1600037,495.1600037,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,2,2,0,3,1,1,0,0,0,0,0
Cavan Monaghan,Marcus McCabe,Marcus,McCabe,gp,1100,No,0,0,5,87087,0,0,0,0,NA,NA,NA,NA,NA,no,m,NA,1138,1143,1301,1385,1513,0,0,0,0,0,0,0,0,0,0,CavanM,0,10699.87012,NA,63.50999832,NA,38092.14063,NA,0,38092.14063,956.7000122,0,3146,5708.470215,0,0,0,888.7000122,10699.87012,10699.87012,10699.87012,3,2,0,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,2,2,2,2,2,0,3,0,0,0,0,0,0,0
Galway West,Margaret Cox,Margaret,Cox,ff,3269,No,0,0,5,80109,0,0,0,0,2941,48212,0.459449917,22151,0.061001409,minor,f,NA,3697,3700,3704,3752,3801,3870,4082,4297,4314,4623,4782,5244,5273,5585,5906,GalwayW,4858.600098,22441.59961,1185.800049,NA,19056,38092.14063,50.02606583,0,19036.14063,3652,1264,5621,3097,1725,0,0,2224,17583,17583,17583,2,3,0,1,0,0,0,3,0,1,0,0,0,0,0,1,0,0,3,0,1,0,0,1,1,3,1,1,0,3,0,0,0,0,0,0,0
Dublin South,Maria Corrigan,Maria,Corrigan,ff,3180,No,0,0,5,91666,0,0,0,0,NA,NA,NA,NA,NA,minor,f,NA,3220,3245,3418,3648,0,0,0,0,0,0,0,0,0,0,0,DublinS,5426.910156,24213.21094,NA,NA,19046,38092.14063,49.99981689,0,19046.14063,2096.840088,200,9800,5266.700195,969.6099854,0,0,453.1499939,18786.30078,18786.30078,18786.30078,3,2,1,0,1,0,0,2,1,0,0,0,0,1,0,1,0,0,2,1,0,0,0,1,2,2,1,1,1,3,0,1,1,0,1,0,0
Sligo Leitrim,Marian Harkin,Marian,Harkin,ind,8610,No,0,1,4,68396,0,0,0,0,NA,NA,NA,NA,NA,no,f,11/1/53,8796,9624,11397,9795,9795,9795,0,0,0,0,0,0,0,0,0,SligoL,0,22564.85938,NA,NA,NA,31743.44922,NA,0,31743.44922,2330.469971,2657.570068,11815.16992,3374.070068,1967.579956,420,0,0,22564.85938,22564.85938,22564.85938,2,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,1,2,2,1,1,0,3,1,1,0,0,0,0,0
Dublin South Central,Marian McGennis,Marian,McGennis,ff,4085,Yes,0,0,5,85326,0,0,0,0,3132,35741,0.428275645,15307,0.087630451,major,f,NA,4085,4110,4160,4199,4423,4581,4676,4827,0,0,0,0,0,0,0,DublinSC,10297.04004,27798.16992,4302.100098,NA,19046,38092.14063,49.99981689,0,19046.14063,215,0,9320.610352,2979.98999,2851.149902,376.7799988,0,1757.599976,17501.13086,17501.13086,17501.13086,3,2,0,2,0,0,0,2,0,1,0,0,0,0,0,2,0,0,2,0,1,1,0,1,2,2,1,1,0,3,0,1,1,0,0,1,0
Dublin North East,Mark Harrold,Mark,Harrold,ind,2116,No,0,0,3,51793,0,0,0,0,NA,NA,NA,NA,NA,major,m,NA,2321,2806,2912,0,0,0,0,0,0,0,0,0,0,0,0,DublinNE,0,15030.21973,NA,NA,NA,25394.75977,NA,0,25394.75977,1452,1100,5299.419922,4393.649902,1050,1640,0,95.15000153,15030.21973,15030.21973,15030.21973,3,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,2,0,1,0,3,1,1,1,0,0,0,0
Louth,Martin Bellew,Martin,Bellew,ind,1307,No,0,0,4,80924,0,0,0,0,NA,NA,NA,NA,NA,no,m,NA,1410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Louth,0,6517.839844,NA,212.3200073,NA,31743.44922,NA,0,31743.44922,1146,60,1239.119995,4072.719971,0,0,0,0,6517.839844,6517.839844,6517.839844,3,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,2,2,1,2,0,3,0,1,1,0,0,0,0
Dublin North East,Martin Brady,Martin,Brady,ff,5304,Yes,0,1,3,51793,0,0,0,0,5018,37301,0.406074911,15147,0.134527221,major,m,5/1/47,5531,5657,5776,6055,6909,0,0,0,0,0,0,0,0,0,0,DublinNE,3180.540039,16774.53906,2619,NA,12697.37988,25394.75977,50,0,12697.37988,2455,0,4070,2502,2479,141,0,1947,13594.09961,13594.09961,13594.09961,2,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,2,0,1,0,3,1,1,1,0,0,0,1
Cork North West,Martin Coughlan,Martin,Coughlan,lab,2668,No,0,0,3,53132,0,0,0,0,NA,NA,NA,NA,NA,minor,m,NA,2694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CorkNW,3788.590088,6199.720215,NA,NA,NA,25394.75977,NA,0,15236.86035,342.4299927,0,0,2068.699951,0,0,0,0,2411.129883,2411.129883,2411.129883,3,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,2,1,1,0,3,0,0,0,0,0,0,0
Waterford,Martin Cullen,Martin,Cullen,ff,8529,Yes,0,1,4,73511,0,0,1,0,5353,44797,0.357858777,16031,0.11949461,no,m,11/1/54,8606,8734,8854,9432,9432,9432,0,0,0,0,0,0,0,0,0,Waterford,2318.5,36811.41016,18693.10938,NA,15871,31743.44922,49.99771881,1,15872.4502,3231.169922,242,8333,2351.51001,1660.880005,9261.080078,9413.269531,0,34492.91016,34492.91016,34492.91016,2,2,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,1,1,2,1,1,0,3,0,0,0,0,0,0,0
Kerry North,Martin Ferris,Martin,Ferris,sf,9436,No,0,1,3,54670,0,1,0,0,5691,35779,0.159059778,5691,0.159059778,no,m,3/1/52,10016,10016,0,0,0,0,0,0,0,0,0,0,0,0,0,KerryN,0,22439.07031,NA,NA,NA,25394.75977,NA,0,25394.75977,2734.5,165,7601.25,6037.22998,5377.350098,523.7399902,0,0,22439.07031,22439.07031,22439.07031,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,3,1,0,0,0,0,1,1
Sligo Leitrim,Martin Ford,Martin,Ford,ind,203,No,0,0,4,68396,0,0,0,0,NA,NA,NA,NA,NA,no,m,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SligoL,0,328,NA,NA,NA,31743.44922,NA,0,31743.44922,328,0,0,0,0,0,0,0,328,328,328,3,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,1,2,2,1,1,0,3,1,1,0,0,0,0,0
Tipperary South,Martin Mansergh,Martin,Mansergh,ff,5233,No,0,0,3,54900,0,0,0,0,NA,NA,NA,NA,NA,no,m,NA,5433,5888,0,0,0,0,0,0,0,0,0,0,0,0,0,TippS,3570.290039,10051.62988,NA,NA,12697,25394.75977,49.99850464,0,12697.75977,1048.290039,180,1905.699951,1252.540039,1599.719971,395.0899963,0,100,6481.339844,6481.339844,6481.339844,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,3,0,0,0,0,0,0,0
Cork East,Martin O'Keeffe,Martin,O'Keeffe,gp,1136,No,0,0,4,71907,0,0,0,0,NA,NA,NA,NA,NA,minor,m,NA,1151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CorkE,0,1940,NA,187.8099976,NA,31743.44922,NA,0,31743.44922,200,0,0,1740,0,0,0,0,1940,1940,1940,3,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,1,2,2,1,1,0,3,1,1,0,0,0,0,0
Donegal South West,Mary Coughlan,Mary,Coughlan,ff,7257,Yes,0,1,3,53672,0,0,1,0,6597,32440,0.380363762,12339,0.203360051,no,f,5/1/65,7380,7465,7547,8335,8757,8932,8932,0,0,0,0,0,0,0,0,DonegalSW,3001.939941,51971.28125,41699.21094,NA,12697,25394.75977,49.99850464,1,12697.75977,2299.98999,0,1862.969971,2388.649902,38853.42969,3564.300049,0,0,48969.33984,48969.33984,48969.33984,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,2,1,1,0,3,0,0,0,1,0,0,0
Louth,Mary Grehan,Mary,Grehan,ind,2384,No,0,0,4,80924,0,0,0,0,NA,NA,NA,NA,NA,no,f,NA,2496,3021,3030,3521,0,0,0,0,0,0,0,0,0,0,0,Louth,0,8950.669922,NA,NA,NA,31743.44922,NA,0,31743.44922,198.4400024,45,2541,5676.029785,145.1999969,345,0,0,8950.669922,8950.669922,8950.669922,3,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,2,2,1,2,0,3,0,1,1,0,0,0,0
Dun Laoghaire,Mary Hanafin,Mary,Hanafin,ff,8818,Yes,0,1,5,90219,0,0,1,0,NA,NA,NA,NA,NA,minor,f,6/1/59,8827,8920,8950,8950,8950,8950,8950,8950,8950,8950,0,0,0,0,0,DunL,4553.080078,31580.71094,14866.08984,NA,19046.07031,38092.14063,50,1,19046.07031,1401.459961,407.519989,7567.879883,2305.179932,13218.5498,2127.040039,0,0,27027.63086,27027.63086,27027.63086,1,2,0,2,0,0,0,2,0,2,0,0,0,0,0,2,0,0,2,0,1,0,0,1,1,2,1,1,1,3,0,0,1,0,1,0,0
Dublin Mid West,Mary Harney,Mary,Harney,pd,5706,Yes,0,1,3,54793,0,0,0,1,4713,41852,0.136385351,5708,0.112611108,new constituency,f,3/1/53,5719,5732,5812,5953,6196,6348,6924,7524,7524,0,0,0,0,0,0,DublinMidW,1000,25074.03906,3825.98999,NA,NA,25394.75977,NA,1,23994.75977,2461.22998,0,8792.230469,6012.049805,4053.040039,0,0,2755.48999,24074.03906,24074.03906,24074.03906,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,3,0,1,1,1,1,0,0
Limerick East,Mary Jackman,Mary,Jackman,fg,4468,No,0,0,5,79329,0,0,0,0,3084,49701,0.265105337,13176,0.062051065,minor,f,NA,4712,5409,5497,5529,5657,5842,5979,6569,6986,7162,0,0,0,0,0,LimerickE,4128.379883,24275.55078,1186,NA,NA,38092.14063,NA,0,20950.67969,5876.970215,0,4636.589844,5766.299805,2893.310059,474,500,0,20147.16992,20147.16992,20147.16992,2,2,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,2,2,2,2,2,0,3,0,0,0,0,0,0,0
Dublin West,Mary Lou McDonald,Mary,McDonald,sf,2404,No,0,0,3,52161,0,0,0,0,NA,NA,NA,NA,NA,major,f,NA,2498,2524,0,0,0,0,0,0,0,0,0,0,0,0,0,DublinW,0,16913.50977,NA,NA,NA,25394.75977,NA,0,19394.75977,2577.300049,0,5950.910156,7885.299805,500,0,0,0,16913.50977,16913.50977,16913.50977,3,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,3,0,1,1,0,0,0,0
Westmeath,Mary O'Rourke,Mary,O'Rourke,ff,6444,Yes,0,0,3,53202,0,0,0,1,7262,32787,0.456674904,14973,0.221490219,no,f,NA,6491,8035,0,0,0,0,0,0,0,0,0,0,0,0,0,Westmeath,5969.049805,28017.05078,11494.5,NA,12697.37988,25394.75977,50,1,12697.37988,3479.949951,0,6721.75,9122.910156,2618.389893,105,0,0,22048,22048,22048,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,2,0,1,0,3,1,1,0,0,0,0,1
Dublin South Central,Mary Upton,Mary,Upton,lab,4520,No,1,1,5,85326,0,0,0,0,NA,NA,NA,NA,NA,major,f,5/1/46,4529,4593,4677,4749,4863,5110,5332,6286,6675,6963,0,0,0,0,0,DublinSC,3223.840088,20348.11914,3403.659912,NA,NA,38092.14063,NA,0,22855.2793,1691.030029,0,2332.800049,7036.890137,2695.189941,0,0,3368.370117,17124.2793,17124.2793,17124.2793,2,2,0,2,0,0,0,2,0,1,0,0,0,0,0,2,0,0,2,0,1,1,0,1,2,2,1,1,0,3,0,1,1,0,0,1,1
Meath,Mary Wallace,Mary,Wallace,ff,8759,Yes,0,1,5,107894,0,0,1,0,7669,56691,0.418796629,23742,0.135277212,no,f,6/1/59,9072,9104,9284,9645,10007,10261,10374,11635,0,0,0,0,0,0,0,Meath,3622.73999,26515.00977,8600.780273,NA,19046.07031,38092.14063,50,1,19045.5293,2320.330078,48.75,7153.899902,4038.76001,1631.48999,5561.149902,0,2137.889893,22892.26953,22892.26953,22892.26953,1,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,1,2,3,1,1,0,3,0,1,0,1,0,0,0
Carlow Kilkenny,Mary White1,Mary,White,gp,4961,No,0,0,5,95060,0,0,0,0,NA,NA,NA,NA,NA,no,f,NA,5003,5401,6055,6696,7329,7355,0,0,0,0,0,0,0,0,0,CarlowK,0,12110.11035,NA,NA,NA,38092.14063,NA,0,38092.14063,4074.22998,0,3302.790039,4687,0,46.09000015,0,0,12110.11035,12110.11035,12110.11035,2,3,0,1,0,0,0,2,0,1,0,0,0,0,0,2,0,0,2,0,1,0,0,1,2,2,1,1,1,3,1,1,1,0,1,0,1
Waterford,Maurice Cummins,Maurice,Cummins,fg,2799,No,0,0,4,73511,0,0,0,0,3664,44797,0.24552983,10999,0.081791192,no,m,NA,2862,3009,3121,3341,0,0,0,0,0,0,0,0,0,0,0,Waterford,0,10822,NA,NA,NA,31743.44922,NA,0,16805.44922,5350,1697,2851,924,0,0,0,0,10822,10822,10822,3,2,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,1,1,2,1,1,0,3,0,0,0,0,0,0,0
Cork East,Michael Ahern,Michael,Ahern,ff,8340,Yes,0,1,4,71907,0,0,0,0,6959,43076,0.364379227,15696,0.161551669,minor,m,1/1/49,9204,9204,9204,0,0,0,0,0,0,0,0,0,0,0,0,CorkE,3454.48999,14426.49023,2747,60,19871.73047,31743.44922,62.6010437,0,11872.4502,1308,0,3369,957,967,160,0,4211,10972,10972,10972,1,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,1,2,2,1,1,0,3,1,1,0,0,0,0,1
Louth,Michael Bell,Michael,Bell,lab,3185,Yes,0,0,4,80924,0,0,0,0,4725,45008,0.104981333,4725,0.104981333,no,m,NA,3237,3388,3391,3732,4117,0,0,0,0,0,0,0,0,0,0,Louth,3603.840088,20073.66016,2978.159912,157.1900024,NA,31743.44922,NA,0,19046.07031,2913.080078,0,2693.98999,7149.430176,2081.100098,260.1600037,0,1372.060059,16469.82031,16469.82031,16469.82031,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,2,2,1,2,0,3,0,1,1,0,0,0,1
Limerick West,Michael Collins,Michael,Collins,ff,8236,Yes,0,1,3,52903,0,0,0,0,6985,33614,0.324448138,10906,0.207800329,minor,m,11/1/40,9526,8918,8918,0,0,0,0,0,0,0,0,0,0,0,0,LimerickW,5889.069824,23756.01953,3154.030029,NA,9523,25394.75977,37.49986267,0,15871.75977,3502.600098,0,8615.660156,2639.550049,924.5999756,0,0,2184.540039,17866.94922,17866.94922,17866.94922,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,2,2,0,3,1,1,0,0,0,0,1
Clare,Michael Corley,Michael,Corley,lab,1720,No,0,0,4,78643,0,1,0,0,NA,NA,NA,NA,NA,no,m,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Clare,3423.090088,11558.03027,NA,NA,NA,31743.44922,NA,0,19046.07031,1457.689941,0,350,3458.100098,2869.149902,0,0,0,8134.939941,8134.939941,8134.939941,3,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,3,1,2,0,3,1,1,0,0,0,0,0
Cork North West,Michael Creed,Michael,Creed,fg,7787,Yes,0,0,3,53132,0,0,0,0,8041,34763,0.411184311,14294,0.231309146,minor,m,NA,7817,9157,9460,0,0,0,0,0,0,0,0,0,0,0,0,CorkNW,2193.689941,18476.83008,4082.47998,160,NA,25394.75977,NA,0,13309.75977,666.25,0,6656.160156,4479.25,4481.47998,0,0,0,16283.13965,16283.13965,16283.13965,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,2,1,1,0,3,0,0,0,0,0,0,0
Galway West,Michael D Higgins,Michael,Higgins,lab,5213,Yes,0,1,5,80109,0,0,0,0,4856,48212,0.100721814,4856,0.100721814,minor,m,4/1/41,5315,5330,5343,5510,5646,5772,6095,6664,6682,7171,7498,8151,8244,10580,8245,GalwayW,5297.330078,22052.42969,2533.169922,NA,NA,38092.14063,NA,0,22855.2793,7948.430176,0,810.7000122,257.730011,7738.240234,0,0,0,16755.09961,16755.09961,16755.09961,1,3,0,1,0,0,0,3,0,1,0,0,0,0,0,1,0,0,3,0,1,0,0,1,1,3,1,1,0,3,0,0,0,0,0,0,0
Wexford,Michael D'Arcy,Michael,D'Arcy,fg,4564,Yes,0,0,5,94969,0,0,0,0,6561,55686,0.385752261,21481,0.117821358,no,m,NA,4597,4625,5645,5835,0,0,0,0,0,0,0,0,0,0,0,Wexford,521.2399902,18801.66016,3312,52,NA,38092.14063,NA,0,23092.14063,6028.819824,883.3300171,7454.27002,0,3914,0,0,0,18280.41992,18280.41992,18280.41992,2,3,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,1,2,2,2,2,0,3,1,1,0,0,0,0,1
Longford Roscommon,Michael Finneran,Michael,Finneran,ff,6502,No,0,1,4,69172,0,0,0,0,4414,47280,0.47021997,22232,0.09335871,no,m,9/1/47,6521,6537,6612,6730,7158,7294,8181,8725,8916,0,0,0,0,0,0,LongfordR,2813.320068,15678.62988,2269.120117,NA,15871.73047,31743.44922,50.00001907,0,15871.71973,2742.429932,0,4000,2378.52002,3294.360107,0,0,450,12865.30957,12865.30957,12865.30957,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,2,2,2,1,0,3,0,1,0,0,0,0,0
Limerick West,Michael Finucane,Michael,Finucane,fg,7410,No,0,0,3,52903,0,0,0,0,5476,33614,0.371928364,12502,0.162908316,minor,m,NA,7684,7867,8563,0,0,0,0,0,0,0,0,0,0,0,0,LimerickW,2110.810059,18915.81055,4004,135,NA,25394.75977,NA,0,13604.75977,5612,0,5960,967,4266,0,0,0,16805,16805,16805,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,2,2,0,3,1,1,0,0,0,0,1
Waterford,Michael Flynn,Michael,Flynn,pd,2137,No,0,0,4,73511,0,0,0,0,NA,NA,NA,NA,NA,no,m,NA,2187,2251,2464,0,0,0,0,0,0,0,0,0,0,0,0,Waterford,1340,23789.75977,NA,NA,NA,31743.44922,NA,0,22743.44922,10892.24023,8508.160156,0,2638.649902,410.7099915,0,0,0,22449.75977,22449.75977,22449.75977,3,2,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,1,1,2,1,1,0,3,0,0,0,0,0,0,0
